0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,20,1
0,25,1
1,0,1
1,2,1
1,3,1
1,4,1
1,6,1
1,21,1
1,26,1
2,0,1
2,1,1
2,3,1
2,4,1
2,7,1
2,22,1
2,27,1
3,0,1
3,1,1
3,2,1
3,4,1
3,8,1
3,23,1
3,28,1
4,0,1
4,1,1
4,2,1
4,3,1
4,9,1
4,24,1
4,29,1
5,0,1
5,10,1
5,25,1
5,30,1
6,1,1
6,11,1
6,26,1
6,31,1
7,2,1
7,12,1
7,27,1
7,32,1
8,3,1
8,13,1
8,28,1
8,33,1
9,4,1
9,14,1
9,29,1
9,34,1
10,5,1
10,15,1
10,30,1
10,35,1
11,6,1
11,16,1
11,31,1
11,36,1
12,7,1
12,17,1
12,32,1
12,37,1
13,8,1
13,18,1
13,33,1
13,38,1
14,9,1
14,19,1
14,34,1
14,39,1
15,10,1
15,35,1
16,11,1
16,36,1
17,12,1
17,37,1
18,13,1
18,38,1
19,14,1
19,39,1
20,0,1
20,25,1
20,40,1
21,1,1
21,26,1
21,41,1
22,2,1
22,27,1
22,42,1
23,3,1
23,28,1
23,43,1
24,4,1
24,29,1
24,44,1
25,0,1
25,5,1
25,20,1
25,30,1
25,40,1
25,45,1
26,1,1
26,6,1
26,21,1
26,31,1
26,41,1
26,46,1
27,2,1
27,7,1
27,22,1
27,32,1
27,42,1
27,47,1
28,3,1
28,8,1
28,23,1
28,33,1
28,43,1
28,48,1
29,4,1
29,9,1
29,24,1
29,34,1
29,44,1
29,49,1
30,5,1
30,10,1
30,25,1
30,35,1
30,45,1
30,50,1
31,6,1
31,11,1
31,26,1
31,36,1
31,46,1
31,51,1
32,7,1
32,12,1
32,27,1
32,37,1
32,47,1
32,52,1
33,8,1
33,13,1
33,28,1
33,38,1
33,48,1
33,53,1
34,9,1
34,14,1
34,29,1
34,39,1
34,49,1
34,54,1
35,10,1
35,15,1
35,30,1
35,50,1
35,55,1
36,11,1
36,16,1
36,31,1
36,51,1
36,56,1
37,12,1
37,17,1
37,32,1
37,52,1
37,57,1
38,13,1
38,18,1
38,33,1
38,53,1
38,58,1
39,14,1
39,19,1
39,34,1
39,54,1
39,59,1
40,20,1
40,25,1
40,45,1
40,60,1
41,21,1
41,26,1
41,46,1
41,61,1
42,22,1
42,27,1
42,47,1
42,62,1
43,23,1
43,28,1
43,48,1
43,63,1
44,24,1
44,29,1
44,49,1
44,64,1
45,25,1
45,30,1
45,40,1
45,50,1
45,65,1
46,26,1
46,31,1
46,41,1
46,51,1
46,66,1
47,27,1
47,32,1
47,42,1
47,52,1
47,67,1
48,28,1
48,33,1
48,43,1
48,53,1
48,68,1
49,29,1
49,34,1
49,44,1
49,54,1
49,69,1
50,30,1
50,35,1
50,45,1
50,55,1
50,70,1
51,31,1
51,36,1
51,46,1
51,56,1
51,71,1
52,32,1
52,37,1
52,47,1
52,57,1
52,72,1
53,33,1
53,38,1
53,48,1
53,58,1
53,73,1
54,34,1
54,39,1
54,49,1
54,59,1
54,74,1
55,35,1
55,50,1
55,75,1
56,36,1
56,51,1
56,76,1
57,37,1
57,52,1
57,77,1
58,38,1
58,53,1
58,78,1
59,39,1
59,54,1
59,79,1
60,40,1
60,65,1
61,41,1
61,66,1
62,42,1
62,67,1
63,43,1
63,68,1
64,44,1
64,69,1
65,45,1
65,60,1
65,70,1
66,46,1
66,61,1
66,71,1
67,47,1
67,62,1
67,72,1
68,48,1
68,63,1
68,73,1
69,49,1
69,64,1
69,74,1
70,50,1
70,65,1
70,75,1
71,51,1
71,66,1
71,76,1
72,52,1
72,67,1
72,77,1
73,53,1
73,68,1
73,78,1
74,54,1
74,69,1
74,79,1
75,55,1
75,70,1
76,56,1
76,71,1
77,57,1
77,72,1
78,58,1
78,73,1
79,59,1
79,74,1
