0,1,1
0,5,1
0,6,1
0,7,1
0,12,1
1,0,1
1,3,1
1,5,1
1,6,1
1,7,1
2,3,1
2,4,1
2,9,1
2,15,1
2,16,1
3,1,1
3,2,1
3,4,1
3,11,1
3,15,1
3,16,1
4,2,1
4,3,1
4,8,1
4,15,1
4,16,1
5,0,1
5,1,1
5,6,1
5,7,1
5,13,1
6,0,1
6,1,1
6,5,1
6,7,1
6,15,1
7,0,1
7,1,1
7,5,1
7,6,1
8,4,1
8,9,1
8,12,1
8,13,1
8,14,1
8,15,1
9,2,1
9,8,1
9,12,1
9,13,1
9,14,1
10,11,1
10,17,1
10,18,1
10,19,1
11,3,1
11,10,1
11,17,1
11,18,1
11,19,1
12,0,1
12,8,1
12,9,1
12,13,1
12,14,1
13,5,1
13,8,1
13,9,1
13,12,1
13,14,1
14,8,1
14,9,1
14,12,1
14,13,1
14,16,1
15,2,1
15,3,1
15,4,1
15,6,1
15,8,1
15,16,1
16,2,1
16,3,1
16,4,1
16,14,1
16,15,1
16,18,1
17,10,1
17,11,1
17,18,1
17,19,1
18,10,1
18,11,1
18,16,1
18,17,1
18,19,1
19,10,1
19,11,1
19,17,1
19,18,1
